编号,全拼_raw,全拼_hex,简拼_raw,简拼_hex,干音_raw,干音_hex,映射编号
1503,􀀓􀀨􀀱􀀽,U+100013 U+100028 U+100031 U+10003D,􀀓􀀨􀀱􀀽,U+100013 U+100028 U+100031 U+10003D,􀀓,U+100013,2328
1504,􀀔􀀠􀀠􀀠,U+100014 U+100020 U+100020 U+100020,􀀔􀀠,U+100014 U+100020,􀀔,U+100014,3006
1505,􀀔􀀠􀀡􀀢,U+100014 U+100020 U+100021 U+100022,􀀔􀀠􀀡􀀢,U+100014 U+100020 U+100021 U+100022,􀀔,U+100014,3012
1506,􀀔􀀠􀀩􀀣,U+100014 U+100020 U+100029 U+100023,􀀔􀀠􀀩􀀣,U+100014 U+100020 U+100029 U+100023,􀀔,U+100014,3046
1507,􀀔􀀠􀀩􀀩,U+100014 U+100020 U+100029 U+100029,􀀔􀀠􀀩,U+100014 U+100020 U+100029,􀀔,U+100014,3016
1508,􀀔􀀠􀀩􀀻,U+100014 U+100020 U+100029 U+10003B,􀀔􀀠􀀩􀀻,U+100014 U+100020 U+100029 U+10003B,􀀔,U+100014,3026
1509,􀀔􀀠􀀩􀀾,U+100014 U+100020 U+100029 U+10003E,􀀔􀀠􀀩􀀾,U+100014 U+100020 U+100029 U+10003E,􀀔,U+100014,3036
1510,􀀔􀀠􀀪􀀥,U+100014 U+100020 U+10002A U+100025,􀀔􀀠􀀪􀀥,U+100014 U+100020 U+10002A U+100025,􀀔,U+100014,3052
1511,􀀔􀀠􀀪􀀫,U+100014 U+100020 U+10002A U+10002B,􀀔􀀠􀀪􀀫,U+100014 U+100020 U+10002A U+10002B,􀀔,U+100014,3022
1512,􀀔􀀠􀀪􀀽,U+100014 U+100020 U+10002A U+10003D,􀀔􀀠􀀪􀀽,U+100014 U+100020 U+10002A U+10003D,􀀔,U+100014,3032
1513,􀀔􀀠􀀪􀁀,U+100014 U+100020 U+10002A U+100040,􀀔􀀠􀀪􀁀,U+100014 U+100020 U+10002A U+100040,􀀔,U+100014,3042
1514,􀀔􀀠􀀬􀀣,U+100014 U+100020 U+10002C U+100023,􀀔􀀠􀀬􀀣,U+100014 U+100020 U+10002C U+100023,􀀔,U+100014,3096
1515,􀀔􀀠􀀬􀀾,U+100014 U+100020 U+10002C U+10003E,􀀔􀀠􀀬􀀾,U+100014 U+100020 U+10002C U+10003E,􀀔,U+100014,3076
1516,􀀔􀀠􀀭􀀥,U+100014 U+100020 U+10002D U+100025,􀀔􀀠􀀭􀀥,U+100014 U+100020 U+10002D U+100025,􀀔,U+100014,3102
1517,􀀔􀀠􀀭􀁀,U+100014 U+100020 U+10002D U+100040,􀀔􀀠􀀭􀁀,U+100014 U+100020 U+10002D U+100040,􀀔,U+100014,3082
1518,􀀔􀀠􀀯􀀯,U+100014 U+100020 U+10002F U+10002F,􀀔􀀠􀀯,U+100014 U+100020 U+10002F,􀀔,U+100014,3056
1519,􀀔􀀠􀀯􀀻,U+100014 U+100020 U+10002F U+10003B,􀀔􀀠􀀯􀀻,U+100014 U+100020 U+10002F U+10003B,􀀔,U+100014,3066
1520,􀀔􀀠􀀰􀀱,U+100014 U+100020 U+100030 U+100031,􀀔􀀠􀀰􀀱,U+100014 U+100020 U+100030 U+100031,􀀔,U+100014,3062
1521,􀀔􀀠􀀰􀀽,U+100014 U+100020 U+100030 U+10003D,􀀔􀀠􀀰􀀽,U+100014 U+100020 U+100030 U+10003D,􀀔,U+100014,3072
1522,􀀔􀀡􀀡􀀡,U+100014 U+100021 U+100021 U+100021,􀀔􀀡,U+100014 U+100021,􀀔,U+100014,3014
1523,􀀔􀀡􀀪􀀤,U+100014 U+100021 U+10002A U+100024,􀀔􀀡􀀪􀀤,U+100014 U+100021 U+10002A U+100024,􀀔,U+100014,3054
1524,􀀔􀀡􀀪􀀪,U+100014 U+100021 U+10002A U+10002A,􀀔􀀡􀀪,U+100014 U+100021 U+10002A,􀀔,U+100014,3024
1525,􀀔􀀡􀀪􀀼,U+100014 U+100021 U+10002A U+10003C,􀀔􀀡􀀪􀀼,U+100014 U+100021 U+10002A U+10003C,􀀔,U+100014,3034
1526,􀀔􀀡􀀪􀀿,U+100014 U+100021 U+10002A U+10003F,􀀔􀀡􀀪􀀿,U+100014 U+100021 U+10002A U+10003F,􀀔,U+100014,3044
1527,􀀔􀀡􀀭􀀿,U+100014 U+100021 U+10002D U+10003F,􀀔􀀡􀀭􀀿,U+100014 U+100021 U+10002D U+10003F,􀀔,U+100014,3084
1528,􀀔􀀡􀀰􀀰,U+100014 U+100021 U+100030 U+100030,􀀔􀀡􀀰,U+100014 U+100021 U+100030,􀀔,U+100014,3064
1529,􀀔􀀡􀀰􀀼,U+100014 U+100021 U+100030 U+10003C,􀀔􀀡􀀰􀀼,U+100014 U+100021 U+100030 U+10003C,􀀔,U+100014,3074
1530,􀀔􀀢􀀡􀀠,U+100014 U+100022 U+100021 U+100020,􀀔􀀢􀀡􀀠,U+100014 U+100022 U+100021 U+100020,􀀔,U+100014,3008
1531,􀀔􀀢􀀢􀀢,U+100014 U+100022 U+100022 U+100022,􀀔􀀢,U+100014 U+100022,􀀔,U+100014,3010
1532,􀀔􀀢􀀪􀀣,U+100014 U+100022 U+10002A U+100023,􀀔􀀢􀀪􀀣,U+100014 U+100022 U+10002A U+100023,􀀔,U+100014,3048
1533,􀀔􀀢􀀪􀀩,U+100014 U+100022 U+10002A U+100029,􀀔􀀢􀀪􀀩,U+100014 U+100022 U+10002A U+100029,􀀔,U+100014,3018
1534,􀀔􀀢􀀪􀀻,U+100014 U+100022 U+10002A U+10003B,􀀔􀀢􀀪􀀻,U+100014 U+100022 U+10002A U+10003B,􀀔,U+100014,3028
1535,􀀔􀀢􀀪􀀾,U+100014 U+100022 U+10002A U+10003E,􀀔􀀢􀀪􀀾,U+100014 U+100022 U+10002A U+10003E,􀀔,U+100014,3038
1536,􀀔􀀢􀀫􀀥,U+100014 U+100022 U+10002B U+100025,􀀔􀀢􀀫􀀥,U+100014 U+100022 U+10002B U+100025,􀀔,U+100014,3050
1537,􀀔􀀢􀀫􀀫,U+100014 U+100022 U+10002B U+10002B,􀀔􀀢􀀫,U+100014 U+100022 U+10002B,􀀔,U+100014,3020
1538,􀀔􀀢􀀫􀀽,U+100014 U+100022 U+10002B U+10003D,􀀔􀀢􀀫􀀽,U+100014 U+100022 U+10002B U+10003D,􀀔,U+100014,3030
1539,􀀔􀀢􀀫􀁀,U+100014 U+100022 U+10002B U+100040,􀀔􀀢􀀫􀁀,U+100014 U+100022 U+10002B U+100040,􀀔,U+100014,3040
1540,􀀔􀀢􀀭􀀣,U+100014 U+100022 U+10002D U+100023,􀀔􀀢􀀭􀀣,U+100014 U+100022 U+10002D U+100023,􀀔,U+100014,3098
1541,􀀔􀀢􀀭􀀾,U+100014 U+100022 U+10002D U+10003E,􀀔􀀢􀀭􀀾,U+100014 U+100022 U+10002D U+10003E,􀀔,U+100014,3078
1542,􀀔􀀢􀀮􀀥,U+100014 U+100022 U+10002E U+100025,􀀔􀀢􀀮􀀥,U+100014 U+100022 U+10002E U+100025,􀀔,U+100014,3100
1543,􀀔􀀢􀀮􀁀,U+100014 U+100022 U+10002E U+100040,􀀔􀀢􀀮􀁀,U+100014 U+100022 U+10002E U+100040,􀀔,U+100014,3080
1544,􀀔􀀢􀀰􀀯,U+100014 U+100022 U+100030 U+10002F,􀀔􀀢􀀰􀀯,U+100014 U+100022 U+100030 U+10002F,􀀔,U+100014,3058
1545,􀀔􀀢􀀰􀀻,U+100014 U+100022 U+100030 U+10003B,􀀔􀀢􀀰􀀻,U+100014 U+100022 U+100030 U+10003B,􀀔,U+100014,3068
1546,􀀔􀀢􀀱􀀱,U+100014 U+100022 U+100031 U+100031,􀀔􀀢􀀱,U+100014 U+100022 U+100031,􀀔,U+100014,3060
1547,􀀔􀀢􀀱􀀽,U+100014 U+100022 U+100031 U+10003D,􀀔􀀢􀀱􀀽,U+100014 U+100022 U+100031 U+10003D,􀀔,U+100014,3070
1548,􀀔􀀦􀀦􀀦,U+100014 U+100026 U+100026 U+100026,􀀔􀀦,U+100014 U+100026,􀀔,U+100014,3104
1549,􀀔􀀦􀀧􀀨,U+100014 U+100026 U+100027 U+100028,􀀔􀀦􀀧􀀨,U+100014 U+100026 U+100027 U+100028,􀀔,U+100014,3110
1550,􀀔􀀦􀀩􀀻,U+100014 U+100026 U+100029 U+10003B,􀀔􀀦􀀩􀀻,U+100014 U+100026 U+100029 U+10003B,􀀔,U+100014,3114
1551,􀀔􀀦􀀪􀀽,U+100014 U+100026 U+10002A U+10003D,􀀔􀀦􀀪􀀽,U+100014 U+100026 U+10002A U+10003D,􀀔,U+100014,3120
1552,􀀔􀀦􀀬􀀾,U+100014 U+100026 U+10002C U+10003E,􀀔􀀦􀀬􀀾,U+100014 U+100026 U+10002C U+10003E,􀀔,U+100014,3086
1553,􀀔􀀦􀀭􀁀,U+100014 U+100026 U+10002D U+100040,􀀔􀀦􀀭􀁀,U+100014 U+100026 U+10002D U+100040,􀀔,U+100014,3092
1554,􀀔􀀦􀀯􀀯,U+100014 U+100026 U+10002F U+10002F,􀀔􀀦􀀯,U+100014 U+100026 U+10002F,􀀔,U+100014,3124
1555,􀀔􀀦􀀯􀀻,U+100014 U+100026 U+10002F U+10003B,􀀔􀀦􀀯􀀻,U+100014 U+100026 U+10002F U+10003B,􀀔,U+100014,3132
1556,􀀔􀀦􀀰􀀱,U+100014 U+100026 U+100030 U+100031,􀀔􀀦􀀰􀀱,U+100014 U+100026 U+100030 U+100031,􀀔,U+100014,3130
1557,􀀔􀀦􀀰􀀽,U+100014 U+100026 U+100030 U+10003D,􀀔􀀦􀀰􀀽,U+100014 U+100026 U+100030 U+10003D,􀀔,U+100014,3136
1558,􀀔􀀧􀀧􀀧,U+100014 U+100027 U+100027 U+100027,􀀔􀀧,U+100014 U+100027,􀀔,U+100014,3112
1559,􀀔􀀧􀀪􀀼,U+100014 U+100027 U+10002A U+10003C,􀀔􀀧􀀪􀀼,U+100014 U+100027 U+10002A U+10003C,􀀔,U+100014,3122
1560,􀀔􀀧􀀭􀀿,U+100014 U+100027 U+10002D U+10003F,􀀔􀀧􀀭􀀿,U+100014 U+100027 U+10002D U+10003F,􀀔,U+100014,3094
1561,􀀔􀀧􀀰􀀼,U+100014 U+100027 U+100030 U+10003C,􀀔􀀧􀀰􀀼,U+100014 U+100027 U+100030 U+10003C,􀀔,U+100014,3138
1562,􀀔􀀨􀀧􀀦,U+100014 U+100028 U+100027 U+100026,􀀔􀀨􀀧􀀦,U+100014 U+100028 U+100027 U+100026,􀀔,U+100014,3106
1563,􀀔􀀨􀀨􀀨,U+100014 U+100028 U+100028 U+100028,􀀔􀀨,U+100014 U+100028,􀀔,U+100014,3108
1564,􀀔􀀨􀀪􀀻,U+100014 U+100028 U+10002A U+10003B,􀀔􀀨􀀪􀀻,U+100014 U+100028 U+10002A U+10003B,􀀔,U+100014,3116
1565,􀀔􀀨􀀫􀀽,U+100014 U+100028 U+10002B U+10003D,􀀔􀀨􀀫􀀽,U+100014 U+100028 U+10002B U+10003D,􀀔,U+100014,3118
1566,􀀔􀀨􀀭􀀾,U+100014 U+100028 U+10002D U+10003E,􀀔􀀨􀀭􀀾,U+100014 U+100028 U+10002D U+10003E,􀀔,U+100014,3088
1567,􀀔􀀨􀀮􀁀,U+100014 U+100028 U+10002E U+100040,􀀔􀀨􀀮􀁀,U+100014 U+100028 U+10002E U+100040,􀀔,U+100014,3090
1568,􀀔􀀨􀀰􀀯,U+100014 U+100028 U+100030 U+10002F,􀀔􀀨􀀰􀀯,U+100014 U+100028 U+100030 U+10002F,􀀔,U+100014,3126
1569,􀀔􀀨􀀰􀀻,U+100014 U+100028 U+100030 U+10003B,􀀔􀀨􀀰􀀻,U+100014 U+100028 U+100030 U+10003B,􀀔,U+100014,3134
1570,􀀔􀀨􀀱􀀱,U+100014 U+100028 U+100031 U+100031,􀀔􀀨􀀱,U+100014 U+100028 U+100031,􀀔,U+100014,3128
1571,􀀕􀀩􀀩􀀠,U+100015 U+100029 U+100029 U+100020,􀀕􀀩􀀠,U+100015 U+100029 U+100020,􀀕,U+100015,12
1572,􀀕􀀩􀀩􀀣,U+100015 U+100029 U+100029 U+100023,􀀕􀀩􀀣,U+100015 U+100029 U+100023,􀀕,U+100015,36
1573,􀀕􀀩􀀩􀀩,U+100015 U+100029 U+100029 U+100029,􀀕􀀩,U+100015 U+100029,􀀕,U+100015,2
1574,􀀕􀀩􀀩􀀻,U+100015 U+100029 U+100029 U+10003B,􀀕􀀩􀀻,U+100015 U+100029 U+10003B,􀀕,U+100015,20
1575,􀀕􀀩􀀩􀀾,U+100015 U+100029 U+100029 U+10003E,􀀕􀀩􀀾,U+100015 U+100029 U+10003E,􀀕,U+100015,28
1576,􀀕􀀩􀀪􀀢,U+100015 U+100029 U+10002A U+100022,􀀕􀀩􀀪􀀢,U+100015 U+100029 U+10002A U+100022,􀀕,U+100015,18
1577,􀀕􀀩􀀪􀀥,U+100015 U+100029 U+10002A U+100025,􀀕􀀩􀀪􀀥,U+100015 U+100029 U+10002A U+100025,􀀕,U+100015,42
1578,􀀕􀀩􀀪􀀫,U+100015 U+100029 U+10002A U+10002B,􀀕􀀩􀀪􀀫,U+100015 U+100029 U+10002A U+10002B,􀀕,U+100015,8
1579,􀀕􀀩􀀪􀀽,U+100015 U+100029 U+10002A U+10003D,􀀕􀀩􀀪􀀽,U+100015 U+100029 U+10002A U+10003D,􀀕,U+100015,26
1580,􀀕􀀩􀀪􀁀,U+100015 U+100029 U+10002A U+100040,􀀕􀀩􀀪􀁀,U+100015 U+100029 U+10002A U+100040,􀀕,U+100015,34
1581,􀀕􀀪􀀪􀀪,U+100015 U+10002A U+10002A U+10002A,􀀕􀀪,U+100015 U+10002A,􀀕,U+100015,10
1582,􀀕􀀫􀀪􀀠,U+100015 U+10002B U+10002A U+100020,􀀕􀀫􀀪􀀠,U+100015 U+10002B U+10002A U+100020,􀀕,U+100015,14
1583,􀀕􀀫􀀪􀀣,U+100015 U+10002B U+10002A U+100023,􀀕􀀫􀀪􀀣,U+100015 U+10002B U+10002A U+100023,􀀕,U+100015,38
1584,􀀕􀀫􀀪􀀩,U+100015 U+10002B U+10002A U+100029,􀀕􀀫􀀪􀀩,U+100015 U+10002B U+10002A U+100029,􀀕,U+100015,4
1585,􀀕􀀫􀀪􀀻,U+100015 U+10002B U+10002A U+10003B,􀀕􀀫􀀪􀀻,U+100015 U+10002B U+10002A U+10003B,􀀕,U+100015,22
1586,􀀕􀀫􀀪􀀾,U+100015 U+10002B U+10002A U+10003E,􀀕􀀫􀀪􀀾,U+100015 U+10002B U+10002A U+10003E,􀀕,U+100015,30
1587,􀀕􀀫􀀫􀀢,U+100015 U+10002B U+10002B U+100022,􀀕􀀫􀀢,U+100015 U+10002B U+100022,􀀕,U+100015,16
1588,􀀕􀀫􀀫􀀥,U+100015 U+10002B U+10002B U+100025,􀀕􀀫􀀥,U+100015 U+10002B U+100025,􀀕,U+100015,40
1589,􀀕􀀫􀀫􀀫,U+100015 U+10002B U+10002B U+10002B,􀀕􀀫,U+100015 U+10002B,􀀕,U+100015,6
1590,􀀕􀀫􀀫􀀽,U+100015 U+10002B U+10002B U+10003D,􀀕􀀫􀀽,U+100015 U+10002B U+10003D,􀀕,U+100015,24
1591,􀀕􀀫􀀫􀁀,U+100015 U+10002B U+10002B U+100040,􀀕􀀫􀁀,U+100015 U+10002B U+100040,􀀕,U+100015,32
1592,􀀕􀀬􀀬􀀣,U+100015 U+10002C U+10002C U+100023,􀀕􀀬􀀣,U+100015 U+10002C U+100023,􀀕,U+100015,2042
1593,􀀕􀀬􀀬􀀬,U+100015 U+10002C U+10002C U+10002C,􀀕􀀬,U+100015 U+10002C,􀀕,U+100015,664
1594,􀀕􀀬􀀬􀀾,U+100015 U+10002C U+10002C U+10003E,􀀕􀀬􀀾,U+100015 U+10002C U+10003E,􀀕,U+100015,690
1595,􀀕􀀬􀀭􀀥,U+100015 U+10002C U+10002D U+100025,􀀕􀀬􀀭􀀥,U+100015 U+10002C U+10002D U+100025,􀀕,U+100015,2048
1596,􀀕􀀬􀀭􀀮,U+100015 U+10002C U+10002D U+10002E,􀀕􀀬􀀭􀀮,U+100015 U+10002C U+10002D U+10002E,􀀕,U+100015,670
1597,􀀕􀀭􀀭􀀤,U+100015 U+10002D U+10002D U+100024,􀀕􀀭􀀤,U+100015 U+10002D U+100024,􀀕,U+100015,2050
1598,􀀕􀀭􀀭􀀭,U+100015 U+10002D U+10002D U+10002D,􀀕􀀭,U+100015 U+10002D,􀀕,U+100015,672
1599,􀀕􀀭􀀭􀀿,U+100015 U+10002D U+10002D U+10003F,􀀕􀀭􀀿,U+100015 U+10002D U+10003F,􀀕,U+100015,692
1600,􀀕􀀮􀀭􀀣,U+100015 U+10002E U+10002D U+100023,􀀕􀀮􀀭􀀣,U+100015 U+10002E U+10002D U+100023,􀀕,U+100015,2044
1601,􀀕􀀮􀀭􀀬,U+100015 U+10002E U+10002D U+10002C,􀀕􀀮􀀭􀀬,U+100015 U+10002E U+10002D U+10002C,􀀕,U+100015,666
1602,􀀕􀀮􀀮􀀥,U+100015 U+10002E U+10002E U+100025,􀀕􀀮􀀥,U+100015 U+10002E U+100025,􀀕,U+100015,2046
1603,􀀕􀀮􀀮􀀮,U+100015 U+10002E U+10002E U+10002E,􀀕􀀮,U+100015 U+10002E,􀀕,U+100015,668
1604,􀀕􀀯􀀯􀀠,U+100015 U+10002F U+10002F U+100020,􀀕􀀯􀀠,U+100015 U+10002F U+100020,􀀕,U+100015,674
1605,􀀕􀀯􀀯􀀯,U+100015 U+10002F U+10002F U+10002F,􀀕􀀯,U+100015 U+10002F,􀀕,U+100015,3664
1606,􀀕􀀯􀀯􀀻,U+100015 U+10002F U+10002F U+10003B,􀀕􀀯􀀻,U+100015 U+10002F U+10003B,􀀕,U+100015,682
1607,􀀕􀀯􀀰􀀢,U+100015 U+10002F U+100030 U+100022,􀀕􀀯􀀰􀀢,U+100015 U+10002F U+100030 U+100022,􀀕,U+100015,680
1608,􀀕􀀯􀀰􀀱,U+100015 U+10002F U+100030 U+100031,􀀕􀀯􀀰􀀱,U+100015 U+10002F U+100030 U+100031,􀀕,U+100015,3670
1609,􀀕􀀯􀀰􀀽,U+100015 U+10002F U+100030 U+10003D,􀀕􀀯􀀰􀀽,U+100015 U+10002F U+100030 U+10003D,􀀕,U+100015,686
1610,􀀕􀀰􀀰􀀰,U+100015 U+100030 U+100030 U+100030,􀀕􀀰,U+100015 U+100030,􀀕,U+100015,3672
1611,􀀕􀀰􀀰􀀼,U+100015 U+100030 U+100030 U+10003C,􀀕􀀰􀀼,U+100015 U+100030 U+10003C,􀀕,U+100015,688
1612,􀀕􀀱􀀰􀀠,U+100015 U+100031 U+100030 U+100020,􀀕􀀱􀀰􀀠,U+100015 U+100031 U+100030 U+100020,􀀕,U+100015,676
1613,􀀕􀀱􀀰􀀯,U+100015 U+100031 U+100030 U+10002F,􀀕􀀱􀀰􀀯,U+100015 U+100031 U+100030 U+10002F,􀀕,U+100015,3666
1614,􀀕􀀱􀀱􀀢,U+100015 U+100031 U+100031 U+100022,􀀕􀀱􀀢,U+100015 U+100031 U+100022,􀀕,U+100015,678
1615,􀀕􀀱􀀱􀀱,U+100015 U+100031 U+100031 U+100031,􀀕􀀱,U+100015 U+100031,􀀕,U+100015,3668
1616,􀀕􀀱􀀱􀀽,U+100015 U+100031 U+100031 U+10003D,􀀕􀀱􀀽,U+100015 U+100031 U+10003D,􀀕,U+100015,684
1617,􀀕􀀵􀀵􀀵,U+100015 U+100035 U+100035 U+100035,􀀕􀀵,U+100015 U+100035,􀀕,U+100015,694
1618,􀀕􀀵􀀶􀀷,U+100015 U+100035 U+100036 U+100037,􀀕􀀵􀀶􀀷,U+100015 U+100035 U+100036 U+100037,􀀕,U+100015,700
1619,􀀕􀀶􀀶􀀶,U+100015 U+100036 U+100036 U+100036,􀀕􀀶,U+100015 U+100036,􀀕,U+100015,702
1620,􀀕􀀷􀀶􀀵,U+100015 U+100037 U+100036 U+100035,􀀕􀀷􀀶􀀵,U+100015 U+100037 U+100036 U+100035,􀀕,U+100015,696
1621,􀀕􀀷􀀷􀀷,U+100015 U+100037 U+100037 U+100037,􀀕􀀷,U+100015 U+100037,􀀕,U+100015,698
1622,􀀕􀀸􀀸􀀸,U+100015 U+100038 U+100038 U+100038,􀀕􀀸,U+100015 U+100038,􀀕,U+100015,1654
1623,􀀕􀀸􀀹􀀺,U+100015 U+100038 U+100039 U+10003A,􀀕􀀸􀀹􀀺,U+100015 U+100038 U+100039 U+10003A,􀀕,U+100015,1660
1624,􀀕􀀹􀀹􀀹,U+100015 U+100039 U+100039 U+100039,􀀕􀀹,U+100015 U+100039,􀀕,U+100015,1662
1625,􀀕􀀺􀀹􀀸,U+100015 U+10003A U+100039 U+100038,􀀕􀀺􀀹􀀸,U+100015 U+10003A U+100039 U+100038,􀀕,U+100015,1656
1626,􀀕􀀺􀀺􀀺,U+100015 U+10003A U+10003A U+10003A,􀀕􀀺,U+100015 U+10003A,􀀕,U+100015,1658
1627,􀀕􀀻􀀻􀀻,U+100015 U+10003B U+10003B U+10003B,􀀕􀀻,U+100015 U+10003B,􀀕,U+100015,1822
1628,􀀕􀀻􀀼􀀽,U+100015 U+10003B U+10003C U+10003D,􀀕􀀻􀀼􀀽,U+100015 U+10003B U+10003C U+10003D,􀀕,U+100015,1828
1629,􀀕􀀼􀀼􀀼,U+100015 U+10003C U+10003C U+10003C,􀀕􀀼,U+100015 U+10003C,􀀕,U+100015,1830
1630,􀀕􀀽􀀼􀀻,U+100015 U+10003D U+10003C U+10003B,􀀕􀀽􀀼􀀻,U+100015 U+10003D U+10003C U+10003B,􀀕,U+100015,1824
1631,􀀕􀀽􀀽􀀽,U+100015 U+10003D U+10003D U+10003D,􀀕􀀽,U+100015 U+10003D,􀀕,U+100015,1826
1632,􀀕􀀾􀀾􀀾,U+100015 U+10003E U+10003E U+10003E,􀀕􀀾,U+100015 U+10003E,􀀕,U+100015,1902
1633,􀀕􀀾􀀿􀁀,U+100015 U+10003E U+10003F U+100040,􀀕􀀾􀀿􀁀,U+100015 U+10003E U+10003F U+100040,􀀕,U+100015,1908
1634,􀀕􀀿􀀿􀀿,U+100015 U+10003F U+10003F U+10003F,􀀕􀀿,U+100015 U+10003F,􀀕,U+100015,1910
1635,􀀕􀁀􀀿􀀾,U+100015 U+100040 U+10003F U+10003E,􀀕􀁀􀀿􀀾,U+100015 U+100040 U+10003F U+10003E,􀀕,U+100015,1904
1636,􀀕􀁀􀁀􀁀,U+100015 U+100040 U+100040 U+100040,􀀕􀁀,U+100015 U+100040,􀀕,U+100015,1906
1637,􀀖􀀣􀀣􀀣,U+100016 U+100023 U+100023 U+100023,􀀖􀀣,U+100016 U+100023,􀀖,U+100016,2996
1638,􀀖􀀣􀀤􀀥,U+100016 U+100023 U+100024 U+100025,􀀖􀀣􀀤􀀥,U+100016 U+100023 U+100024 U+100025,􀀖,U+100016,3002
1639,􀀖􀀣􀀭􀁀,U+100016 U+100023 U+10002D U+100040,􀀖􀀣􀀭􀁀,U+100016 U+100023 U+10002D U+100040,􀀖,U+100016,2994
1640,􀀖􀀤􀀤􀀤,U+100016 U+100024 U+100024 U+100024,􀀖􀀤,U+100016 U+100024,􀀖,U+100016,3004
1641,􀀖􀀥􀀤􀀣,U+100016 U+100025 U+100024 U+100023,􀀖􀀥􀀤􀀣,U+100016 U+100025 U+100024 U+100023,􀀖,U+100016,2998
1642,􀀖􀀥􀀥􀀥,U+100016 U+100025 U+100025 U+100025,􀀖􀀥,U+100016 U+100025,􀀖,U+100016,3000
1643,􀀖􀀩􀀩􀀠,U+100016 U+100029 U+100029 U+100020,􀀖􀀩􀀠,U+100016 U+100029 U+100020,􀀖,U+100016,2934
1644,􀀖􀀩􀀩􀀩,U+100016 U+100029 U+100029 U+100029,􀀖􀀩,U+100016 U+100029,􀀖,U+100016,2924
1645,􀀖􀀩􀀩􀀻,U+100016 U+100029 U+100029 U+10003B,􀀖􀀩􀀻,U+100016 U+100029 U+10003B,􀀖,U+100016,2942
1646,􀀖􀀩􀀩􀀾,U+100016 U+100029 U+100029 U+10003E,􀀖􀀩􀀾,U+100016 U+100029 U+10003E,􀀖,U+100016,2950
1647,􀀖􀀩􀀪􀀢,U+100016 U+100029 U+10002A U+100022,􀀖􀀩􀀪􀀢,U+100016 U+100029 U+10002A U+100022,􀀖,U+100016,2938
1648,􀀖􀀩􀀪􀀫,U+100016 U+100029 U+10002A U+10002B,􀀖􀀩􀀪􀀫,U+100016 U+100029 U+10002A U+10002B,􀀖,U+100016,2930
1649,􀀖􀀩􀀪􀀽,U+100016 U+100029 U+10002A U+10003D,􀀖􀀩􀀪􀀽,U+100016 U+100029 U+10002A U+10003D,􀀖,U+100016,2948
1650,􀀖􀀩􀀪􀁀,U+100016 U+100029 U+10002A U+100040,􀀖􀀩􀀪􀁀,U+100016 U+100029 U+10002A U+100040,􀀖,U+100016,2956
1651,􀀖􀀪􀀪􀀡,U+100016 U+10002A U+10002A U+100021,􀀖􀀪􀀡,U+100016 U+10002A U+100021,􀀖,U+100016,2940
1652,􀀖􀀪􀀪􀀪,U+100016 U+10002A U+10002A U+10002A,􀀖􀀪,U+100016 U+10002A,􀀖,U+100016,2932
1653,􀀖􀀪􀀪􀀿,U+100016 U+10002A U+10002A U+10003F,􀀖􀀪􀀿,U+100016 U+10002A U+10003F,􀀖,U+100016,2958
1654,􀀖􀀫􀀪􀀩,U+100016 U+10002B U+10002A U+100029,􀀖􀀫􀀪􀀩,U+100016 U+10002B U+10002A U+100029,􀀖,U+100016,2926
1655,􀀖􀀫􀀪􀀻,U+100016 U+10002B U+10002A U+10003B,􀀖􀀫􀀪􀀻,U+100016 U+10002B U+10002A U+10003B,􀀖,U+100016,2944
1656,􀀖􀀫􀀪􀀾,U+100016 U+10002B U+10002A U+10003E,􀀖􀀫􀀪􀀾,U+100016 U+10002B U+10002A U+10003E,􀀖,U+100016,2952
1657,􀀖􀀫􀀫􀀢,U+100016 U+10002B U+10002B U+100022,􀀖􀀫􀀢,U+100016 U+10002B U+100022,􀀖,U+100016,2936
1658,􀀖􀀫􀀫􀀫,U+100016 U+10002B U+10002B U+10002B,􀀖􀀫,U+100016 U+10002B,􀀖,U+100016,2928
1659,􀀖􀀫􀀫􀀽,U+100016 U+10002B U+10002B U+10003D,􀀖􀀫􀀽,U+100016 U+10002B U+10003D,􀀖,U+100016,2946
1660,􀀖􀀫􀀫􀁀,U+100016 U+10002B U+10002B U+100040,􀀖􀀫􀁀,U+100016 U+10002B U+100040,􀀖,U+100016,2954
1661,􀀖􀀬􀀬􀀬,U+100016 U+10002C U+10002C U+10002C,􀀖􀀬,U+100016 U+10002C,􀀖,U+100016,2986
1662,􀀖􀀬􀀬􀀾,U+100016 U+10002C U+10002C U+10003E,􀀖􀀬􀀾,U+100016 U+10002C U+10003E,􀀖,U+100016,2980
1663,􀀖􀀬􀀭􀀮,U+100016 U+10002C U+10002D U+10002E,􀀖􀀬􀀭􀀮,U+100016 U+10002C U+10002D U+10002E,􀀖,U+100016,2990
1664,􀀖􀀬􀀭􀁀,U+100016 U+10002C U+10002D U+100040,􀀖􀀬􀀭􀁀,U+100016 U+10002C U+10002D U+100040,􀀖,U+100016,2984
1665,􀀖􀀭􀀭􀀭,U+100016 U+10002D U+10002D U+10002D,􀀖􀀭,U+100016 U+10002D,􀀖,U+100016,2992
1666,􀀖􀀮􀀮􀀮,U+100016 U+10002E U+10002E U+10002E,􀀖􀀮,U+100016 U+10002E,􀀖,U+100016,2988
